id,raw_trust_score,ground_truth,calibrated_score,prediction_set
785,0.2721,0,0.2498,Review
786,0.0707,1,0.0659,Verified
787,0.6453,0,0.617,Verified
788,0.4828,0,0.4739,Verified
789,0.389,0,0.37,Review
790,0.7325,0,0.7255,Rejected
791,0.1709,0,0.1581,Verified
792,0.1617,0,0.1522,Review
793,0.1648,0,0.1726,Verified
794,0.1022,1,0.106,Review
795,0.6455,0,0.6273,Verified
796,0.5891,1,0.6136,Review
797,0.342,1,0.3208,Verified
798,0.8751,0,0.8621,Review
799,0.7628,0,0.769,Rejected
800,0.4256,1,0.3923,Review
801,0.5222,1,0.4829,Review
802,0.2487,1,0.2515,Rejected
803,0.0993,0,0.0923,Rejected
804,0.1642,0,0.1591,Verified
805,0.5663,1,0.5659,Verified
806,0.1625,1,0.1682,Verified
807,0.1066,1,0.1018,Review
808,0.6133,1,0.6031,Rejected
809,0.6378,0,0.6654,Rejected
810,0.1053,1,0.0977,Verified
811,0.2877,0,0.2735,Review
812,0.2765,0,0.2896,Review
813,0.8956,0,0.8162,Rejected
814,0.622,1,0.5897,Verified
815,0.6067,0,0.5617,Review
816,0.7782,1,0.7219,Verified
817,0.1386,0,0.1364,Rejected
818,0.4164,0,0.4309,Verified
819,0.9998,0,0.9864,Rejected
820,0.9044,1,0.9259,Review
821,0.8446,1,0.84,Review
822,0.4526,0,0.4687,Rejected
823,0.3986,1,0.3713,Verified
824,0.1584,1,0.149,Verified
825,0.9188,1,0.8697,Verified
826,0.5111,0,0.4782,Review
827,0.5245,1,0.5098,Review
828,0.6737,1,0.6492,Verified
829,0.4486,1,0.4445,Review
830,0.1583,0,0.1652,Review
831,0.0915,1,0.0947,Rejected
832,0.3622,1,0.3358,Rejected
833,0.0032,1,0.003,Review
834,0.6479,1,0.6363,Rejected
835,0.8337,1,0.8368,Review
836,0.7306,1,0.7385,Rejected
837,0.1416,1,0.1418,Review
838,0.5387,1,0.5208,Verified
839,0.5757,0,0.5695,Review
840,0.2755,1,0.2566,Rejected
841,0.6524,1,0.5997,Rejected
842,0.3127,0,0.2969,Review
843,0.0626,0,0.0602,Rejected
844,0.8383,1,0.7947,Verified
845,0.0886,1,0.0878,Review
846,0.9194,0,0.8993,Review
847,0.9965,0,0.9686,Review
848,0.8657,0,0.7849,Rejected
849,0.9073,1,0.8662,Rejected
850,0.2424,0,0.2203,Review
851,0.9471,0,0.8692,Review
852,0.882,1,0.8039,Review
853,0.5501,0,0.546,Verified
854,0.698,0,0.7091,Review
855,0.5602,1,0.5695,Verified
856,0.2933,0,0.3061,Verified
857,0.021,0,0.0189,Rejected
858,0.2808,0,0.2707,Review
859,0.2454,0,0.2275,Rejected
860,0.2787,0,0.2691,Review
861,0.5955,1,0.5948,Verified
862,0.691,0,0.691,Rejected
863,0.2206,0,0.2091,Rejected
864,0.2787,0,0.2581,Verified
865,0.0264,0,0.0268,Review
866,0.1248,1,0.1269,Rejected
867,0.9835,1,1.0,Verified
868,0.473,0,0.4286,Review
869,0.9737,0,0.8806,Verified
870,0.7747,1,0.6978,Rejected
871,0.0302,0,0.0299,Review
872,0.7429,1,0.7163,Review
873,0.8432,1,0.7633,Verified
874,0.5448,1,0.4913,Verified
875,0.4346,0,0.4495,Review
876,0.3896,1,0.363,Review
877,0.228,0,0.2135,Rejected
878,0.1059,0,0.1087,Rejected
879,0.641,1,0.6532,Rejected
880,0.7922,0,0.7256,Verified
881,0.9553,0,0.8931,Verified
882,0.1057,0,0.1075,Review
883,0.2608,1,0.236,Review
884,0.0569,1,0.0563,Rejected
885,0.7273,1,0.7045,Rejected
886,0.1856,1,0.1774,Review
887,0.8389,1,0.8701,Rejected
888,0.7625,1,0.7396,Verified
889,0.5451,1,0.5297,Verified
890,0.5046,0,0.4872,Review
891,0.0497,1,0.0504,Review
892,0.0869,0,0.0866,Rejected
893,0.3412,0,0.3194,Rejected
894,0.1785,0,0.1671,Verified
895,0.8199,0,0.7711,Verified
896,0.6008,0,0.5718,Rejected
897,0.5805,0,0.5458,Rejected
898,0.9152,1,0.9323,Review
899,0.3183,0,0.2977,Rejected
900,0.994,0,0.9727,Review
901,0.6934,1,0.6334,Verified
902,0.7611,1,0.7523,Rejected
903,0.503,0,0.4547,Review
904,0.5556,1,0.5064,Review
905,0.0363,1,0.0348,Rejected
906,0.1544,1,0.1428,Verified
907,0.7872,1,0.7862,Review
908,0.9825,0,0.8898,Rejected
909,0.2519,1,0.2374,Verified
910,0.1936,1,0.1763,Rejected
911,0.6376,1,0.6241,Review
912,0.8819,0,0.8861,Rejected
913,0.4705,0,0.4732,Verified
914,0.6663,1,0.6083,Rejected
915,0.03,1,0.0275,Rejected
916,0.4724,1,0.4492,Review
917,0.4608,0,0.4258,Rejected
918,0.3149,1,0.3304,Rejected
919,0.1203,1,0.1085,Rejected
920,0.8197,1,0.7504,Verified
921,0.677,1,0.6826,Verified
922,0.3235,0,0.3144,Rejected
923,0.0928,0,0.0957,Rejected
924,0.125,1,0.1305,Review
925,0.4579,1,0.4155,Rejected
926,0.1356,0,0.1337,Verified
927,0.7858,0,0.8231,Rejected
928,0.2166,0,0.226,Review
929,0.1337,0,0.1403,Rejected
930,0.4907,0,0.46,Rejected
931,0.101,0,0.0917,Rejected
932,0.2787,0,0.2618,Verified
933,0.4128,1,0.4203,Rejected
934,0.1734,0,0.1686,Rejected
935,0.0816,1,0.0835,Review
936,0.2406,1,0.2309,Review
937,0.0901,0,0.0916,Review
938,0.302,1,0.3168,Rejected
939,0.8467,0,0.8706,Verified
940,0.4946,0,0.4801,Verified
941,0.1344,1,0.1369,Rejected
942,0.8626,1,0.8771,Verified
943,0.7113,1,0.7416,Review
944,0.1106,1,0.1155,Review
945,0.6447,0,0.6415,Review
946,0.2294,0,0.2321,Rejected
947,0.0085,0,0.008,Verified
948,0.5984,0,0.6259,Rejected
949,0.4045,1,0.371,Review
950,0.3106,1,0.29,Verified
951,0.5517,0,0.5044,Rejected
952,0.3084,0,0.296,Rejected
953,0.5046,0,0.5093,Verified
954,0.1113,0,0.1148,Verified
955,0.6598,0,0.6399,Review
956,0.286,1,0.2802,Rejected
957,0.6792,0,0.6654,Verified
958,0.6459,0,0.6033,Verified
959,0.808,1,0.7707,Verified
960,0.6148,1,0.635,Rejected
961,0.909,1,0.819,Rejected
962,0.4117,1,0.4227,Verified
963,0.4939,0,0.45,Rejected
964,0.076,1,0.0776,Rejected
965,0.5179,1,0.473,Review
966,0.9107,0,0.8919,Verified
967,0.9734,1,0.9936,Review
968,0.9393,0,0.8534,Rejected
969,0.5806,0,0.5581,Review
970,0.559,0,0.5478,Rejected
971,0.2121,1,0.1996,Rejected
972,0.2389,1,0.2416,Verified
973,0.2335,0,0.219,Rejected
974,0.1163,0,0.1162,Rejected
975,0.8348,0,0.8138,Review
976,0.62,1,0.6452,Review
977,0.4781,1,0.4433,Rejected
978,0.1585,0,0.1617,Rejected
979,0.6318,1,0.6555,Rejected
980,0.9803,0,0.8834,Review
981,0.1159,0,0.1101,Verified
982,0.1121,0,0.111,Rejected
983,0.7849,1,0.7551,Verified
984,0.125,0,0.1137,Rejected
985,0.2486,0,0.2552,Verified
986,0.7059,0,0.7397,Rejected
987,0.3952,0,0.4092,Rejected
988,0.3143,1,0.2883,Rejected
989,0.6491,0,0.5854,Rejected
990,0.9677,0,0.8808,Verified
991,0.6666,0,0.6582,Verified
992,0.3728,0,0.3462,Verified
993,0.8559,1,0.8628,Review
994,0.8948,1,0.828,Rejected
995,0.0129,0,0.0121,Rejected
996,0.3576,0,0.3322,Review
997,0.6683,1,0.6041,Verified
998,0.8517,1,0.7947,Review
999,0.5126,0,0.4893,Verified
1000,0.8243,1,0.7707,Verified
1001,0.3079,0,0.2818,Verified
1002,0.4423,0,0.4424,Rejected
1003,0.428,0,0.4358,Review
1004,0.6358,0,0.6033,Review
1005,0.9072,1,0.8739,Rejected
1006,0.7077,0,0.6692,Review
1007,0.725,0,0.7447,Rejected
1008,0.7751,1,0.7399,Review
1009,0.3724,1,0.3649,Rejected
1010,0.6755,1,0.6913,Rejected
1011,0.5175,0,0.5171,Review
1012,0.7843,1,0.8186,Review
1013,0.7264,0,0.6648,Rejected
1014,0.0801,1,0.0772,Review
1015,0.7001,1,0.6707,Verified
1016,0.0737,1,0.0667,Verified
1017,0.8941,0,0.8286,Rejected
1018,0.0587,1,0.0603,Rejected
1019,0.1572,0,0.153,Review
1020,0.4357,0,0.405,Verified
1021,0.8829,0,0.8433,Verified
1022,0.201,0,0.2087,Review
1023,0.6959,1,0.6457,Rejected
1024,0.4308,0,0.4124,Rejected
1025,0.3468,1,0.338,Rejected
1026,0.4189,0,0.3917,Review
1027,0.5284,1,0.5377,Verified
1028,0.584,0,0.5544,Verified
1029,0.558,1,0.5709,Verified
1030,0.5856,1,0.5464,Verified
1031,0.788,0,0.7522,Verified
1032,0.2297,1,0.2213,Review
1033,0.0898,0,0.0926,Review
1034,0.9666,0,0.9,Review
1035,0.0409,1,0.0399,Rejected
1036,0.5964,0,0.5406,Rejected
1037,0.7883,0,0.7284,Review
1038,0.7828,0,0.7724,Review
1039,0.2011,1,0.2052,Review
1040,0.4525,0,0.4479,Rejected
1041,0.2231,0,0.232,Rejected
1042,0.334,1,0.3068,Rejected
1043,0.6761,0,0.6329,Review
1044,0.8008,0,0.7546,Verified
1045,0.4878,0,0.4981,Verified
1046,0.4071,1,0.3703,Rejected
1047,0.8366,0,0.7957,Rejected
1048,0.7833,0,0.7603,Review
1049,0.2835,1,0.2811,Verified
1050,0.024,0,0.025,Verified
1051,0.6134,1,0.6426,Verified
1052,0.633,0,0.5795,Rejected
1053,0.1789,1,0.1768,Rejected
1054,0.3551,0,0.3523,Verified
1055,0.6831,0,0.658,Review
1056,0.2047,1,0.1946,Rejected
1057,0.7565,0,0.7063,Verified
1058,0.9665,1,0.9794,Rejected
1059,0.2657,0,0.2706,Review
1060,0.7672,1,0.7549,Verified
1061,0.6861,1,0.6634,Review
1062,0.0803,0,0.0769,Review
1063,0.1762,1,0.1703,Review
1064,0.5391,0,0.5169,Verified
1065,0.5653,0,0.5901,Verified
1066,0.083,0,0.0867,Review
1067,0.841,0,0.8754,Rejected
1068,0.7003,1,0.6443,Rejected
1069,0.011,0,0.0104,Review
1070,0.9808,1,0.9253,Rejected
1071,0.755,1,0.7767,Review
1072,0.8885,0,0.8787,Rejected
1073,0.3973,1,0.3799,Review
1074,0.7696,0,0.7873,Verified
1075,0.6741,0,0.6679,Rejected
1076,0.221,0,0.2152,Review
1077,0.7373,0,0.673,Verified
1078,0.5779,0,0.5272,Rejected
1079,0.7698,1,0.7783,Review
1080,0.9371,0,0.973,Rejected
1081,0.3087,1,0.3055,Rejected
1082,0.0764,0,0.0746,Review
1083,0.0224,0,0.0203,Rejected
1084,0.16,1,0.1557,Verified
1085,0.5344,0,0.5588,Review
1086,0.3526,0,0.3511,Verified
1087,0.8208,0,0.7994,Verified
1088,0.7142,0,0.6731,Review
1089,0.3021,1,0.3045,Verified
1090,0.2275,1,0.233,Verified
1091,0.3009,0,0.2906,Rejected
1092,0.902,1,0.945,Verified
1093,0.2747,0,0.2673,Review
1094,0.0692,1,0.0636,Rejected
1095,0.7237,0,0.7105,Verified
1096,0.7071,1,0.6862,Rejected
1097,0.8152,0,0.8394,Verified
1098,0.5105,1,0.4692,Rejected
1099,0.8269,1,0.7517,Rejected
1100,0.5609,1,0.5242,Rejected
1101,0.264,0,0.2429,Verified
1102,0.4205,0,0.3855,Review
1103,0.6126,1,0.5888,Rejected
1104,0.6352,0,0.6124,Rejected
1105,0.1791,1,0.164,Rejected
1106,0.2158,0,0.1994,Review
1107,0.7823,0,0.7741,Rejected
1108,0.6534,0,0.6724,Review
1109,0.2555,1,0.2658,Verified
1110,0.5078,0,0.4717,Verified
1111,0.4401,0,0.4241,Review
1112,0.7134,1,0.6469,Review
1113,0.0726,0,0.0676,Verified
1114,0.4394,1,0.4443,Verified
1115,0.2429,1,0.2379,Rejected
1116,0.2048,0,0.2021,Review
1117,0.0013,1,0.0012,Review
1118,0.7389,1,0.6807,Review
1119,0.2982,1,0.2796,Verified
1120,0.9814,1,1.0,Rejected
1121,0.6495,0,0.6031,Verified
1122,0.7659,0,0.7341,Rejected
1123,0.003,1,0.0031,Verified
1124,0.8014,1,0.7983,Verified
1125,0.0842,0,0.0871,Verified
1126,0.4597,1,0.432,Rejected
1127,0.3715,1,0.341,Rejected
1128,0.1863,0,0.1939,Rejected
1129,0.5006,1,0.4536,Rejected
1130,0.035,1,0.0349,Verified
1131,0.8673,1,0.8447,Review
1132,0.2695,0,0.243,Verified
1133,0.1561,0,0.1457,Rejected
1134,0.8899,0,0.8044,Rejected
1135,0.7735,0,0.7803,Rejected
1136,0.8585,0,0.8435,Verified
1137,0.0393,0,0.0375,Rejected
1138,0.3529,0,0.3385,Rejected
1139,0.438,1,0.4404,Rejected
1140,0.6358,0,0.5975,Review
1141,0.0724,0,0.067,Review
1142,0.7941,0,0.7363,Rejected
1143,0.5625,0,0.5383,Review
1144,0.2401,0,0.2167,Review
1145,0.0698,1,0.0653,Verified
1146,0.7325,1,0.6861,Review
1147,0.2202,0,0.2125,Rejected
1148,0.0567,0,0.0519,Review
1149,0.8803,0,0.7947,Verified
1150,0.6349,1,0.6567,Rejected
1151,0.611,1,0.5539,Verified
1152,0.7165,1,0.6669,Verified
1153,0.4753,0,0.478,Rejected
1154,0.0648,0,0.0677,Verified
1155,0.9912,0,1.0,Verified
1156,0.8208,0,0.8047,Rejected
1157,0.5542,1,0.5634,Rejected
1158,0.1262,1,0.1235,Verified
1159,0.2803,1,0.28,Verified
1160,0.6,1,0.6253,Review
1161,0.7119,1,0.6744,Verified
1162,0.0623,0,0.0639,Rejected
1163,0.0035,0,0.0035,Review
1164,0.4297,0,0.4311,Verified
1165,0.3312,0,0.3119,Rejected
1166,0.535,0,0.5495,Review
1167,0.857,0,0.8233,Review
1168,0.0818,1,0.0761,Rejected
1169,0.6149,0,0.5882,Review
1170,0.4455,0,0.4635,Verified
1171,0.8768,0,0.9166,Review
1172,0.8545,1,0.8345,Rejected
1173,0.0708,0,0.07,Review
1174,0.7798,1,0.8054,Review
1175,0.6602,0,0.6427,Verified
1176,0.5076,0,0.4811,Verified
1177,0.532,1,0.4838,Verified
1178,0.7936,0,0.8008,Review
1179,0.3512,0,0.354,Rejected
1180,0.5204,1,0.4899,Review
1181,0.2347,0,0.2343,Verified
1182,0.2835,0,0.2817,Rejected
1183,0.5968,0,0.5751,Review
1184,0.2581,0,0.2606,Verified
1185,0.3461,1,0.33,Verified
1186,0.5561,1,0.5245,Rejected
1187,0.9539,1,0.8859,Review
1188,0.1862,1,0.1912,Rejected
1189,0.3264,0,0.3366,Rejected
1190,0.9944,0,0.954,Verified
1191,0.4871,1,0.4666,Rejected
1192,0.8211,0,0.7426,Rejected
1193,0.7895,1,0.8211,Rejected
1194,0.9941,0,0.9663,Verified
1195,0.7133,0,0.6849,Verified
1196,0.0293,0,0.0287,Rejected
1197,0.8825,1,0.8427,Verified
1198,0.2639,0,0.2716,Rejected
1199,0.1681,1,0.1697,Review
1200,0.3868,1,0.3713,Rejected
1201,0.3684,1,0.3645,Verified
1202,0.8072,0,0.7926,Review
1203,0.4469,1,0.4595,Review
1204,0.772,1,0.7079,Verified
1205,0.3599,1,0.3507,Review
1206,0.7772,1,0.8,Review
1207,0.2281,1,0.2155,Rejected
1208,0.2276,1,0.2344,Review
1209,0.4206,1,0.4017,Verified
1210,0.4259,1,0.4269,Review
1211,0.1706,1,0.1736,Rejected
1212,0.8511,1,0.8692,Review
1213,0.659,0,0.6435,Rejected
1214,0.3223,0,0.3295,Verified
1215,0.3053,0,0.3165,Review
1216,0.0802,0,0.0794,Review
1217,0.6684,1,0.6305,Verified
1218,0.1299,1,0.117,Review
1219,0.5603,1,0.5253,Rejected
1220,0.5322,1,0.5508,Review
1221,0.7887,1,0.7416,Review
1222,0.7484,1,0.7131,Review
1223,0.6697,1,0.6825,Review
1224,0.9638,1,0.9883,Rejected
1225,0.5839,1,0.6057,Rejected
1226,0.5948,1,0.5588,Rejected
1227,0.7502,0,0.7555,Verified
1228,0.4352,0,0.4543,Review
1229,0.2206,1,0.2302,Review
1230,0.8488,0,0.8493,Verified
1231,0.6854,0,0.662,Verified
1232,0.7992,1,0.8256,Rejected
1233,0.8766,1,0.8287,Rejected
1234,0.2821,1,0.2827,Verified
1235,0.8298,1,0.8629,Review
1236,0.3973,0,0.3939,Rejected
1237,0.2075,1,0.1868,Verified
1238,0.9042,0,0.8605,Verified
1239,0.4944,0,0.4821,Review
1240,0.6768,1,0.6398,Review
1241,0.1554,1,0.1453,Verified
1242,0.9383,0,0.9174,Review
1243,0.047,0,0.043,Verified
1244,0.5946,1,0.6077,Review
1245,0.1281,1,0.1195,Review
1246,0.5796,0,0.5536,Verified
1247,0.3059,1,0.2793,Verified
1248,0.4619,1,0.4405,Rejected
1249,0.2807,1,0.2787,Rejected
1250,0.0035,0,0.0033,Verified
1251,0.0871,0,0.0841,Verified
1252,0.3188,0,0.3229,Verified
1253,0.3795,0,0.3441,Rejected
1254,0.4112,0,0.3828,Review
1255,0.4826,0,0.4687,Review
1256,0.4132,0,0.4011,Verified
1257,0.0393,0,0.0395,Verified
1258,0.0839,1,0.0839,Rejected
1259,0.4565,0,0.4633,Rejected
1260,0.4059,0,0.393,Rejected
1261,0.5582,0,0.5644,Rejected
1262,0.9716,1,0.9266,Review
1263,0.3605,0,0.3627,Rejected
1264,0.2657,1,0.2757,Rejected
1265,0.3358,1,0.3472,Verified
1266,0.3728,0,0.3826,Verified
1267,0.6882,1,0.665,Verified
1268,0.5605,0,0.5106,Rejected
1269,0.4393,0,0.439,Rejected
1270,0.2739,1,0.2863,Verified
1271,0.7392,0,0.7557,Verified
1272,0.568,0,0.5575,Verified
1273,0.919,1,0.8965,Rejected
1274,0.1361,0,0.1388,Rejected
1275,0.5217,0,0.5314,Verified
1276,0.1409,0,0.1281,Rejected
1277,0.5316,0,0.5509,Verified
1278,0.7801,0,0.7686,Rejected
1279,0.9043,0,0.9462,Rejected
1280,0.0048,1,0.0047,Verified
1281,0.5234,0,0.5308,Review
1282,0.7182,1,0.7243,Verified
1283,0.9451,0,0.8628,Review
1284,0.0066,0,0.0065,Verified
1285,0.3948,0,0.3653,Rejected
1286,0.9108,1,0.8757,Rejected
1287,0.1304,0,0.1215,Verified
1288,0.7304,1,0.7503,Rejected
1289,0.057,0,0.0569,Rejected
1290,0.2129,0,0.2112,Rejected
1291,0.0486,0,0.0464,Verified
1292,0.5118,1,0.4728,Verified
1293,0.9005,1,0.9106,Review
1294,0.1948,1,0.1827,Verified
1295,0.4331,1,0.3942,Rejected
1296,0.0444,0,0.0442,Rejected
1297,0.7287,0,0.729,Review
1298,0.0675,1,0.0647,Review
1299,0.1191,0,0.1137,Review
1300,0.0052,1,0.0047,Rejected
1301,0.0083,0,0.0085,Review
1302,0.0069,1,0.0072,Verified
1303,0.419,1,0.4104,Review
1304,0.3383,0,0.3316,Verified
1305,0.6095,1,0.5732,Review
1306,0.1648,1,0.172,Verified
1307,0.0772,1,0.074,Verified
1308,0.1804,1,0.1763,Verified
1309,0.5448,1,0.5554,Verified
1310,0.7247,0,0.6566,Rejected
1311,0.1153,1,0.1147,Rejected
1312,0.9826,0,1.0,Verified
1313,0.7231,1,0.7366,Verified
1314,0.0596,0,0.059,Rejected
1315,0.4187,1,0.4176,Verified
1316,0.8848,0,0.9143,Rejected
1317,0.995,0,0.9736,Rejected
1318,0.086,0,0.0864,Rejected
1319,0.2058,0,0.208,Verified
1320,0.8592,1,0.8972,Review
1321,0.3119,0,0.2893,Review
1322,0.9982,1,1.0,Review
1323,0.001,0,0.0009,Verified
1324,0.88,0,0.8756,Rejected
1325,0.8896,0,0.8848,Rejected
1326,0.0705,0,0.0738,Verified
1327,0.8813,0,0.8439,Rejected
1328,0.5996,0,0.5652,Rejected
1329,0.4229,0,0.3832,Review
1330,0.7697,1,0.7694,Review
1331,0.5913,0,0.5566,Review
1332,0.5037,1,0.4779,Rejected
1333,0.1081,0,0.1088,Verified
1334,0.9486,0,0.8759,Verified
1335,0.58,0,0.5825,Review
1336,0.6511,1,0.59,Rejected
1337,0.9547,0,0.9877,Rejected
1338,0.1084,0,0.1013,Review
1339,0.3941,0,0.3668,Rejected
1340,0.4509,0,0.445,Rejected
1341,0.978,1,0.9788,Verified
1342,0.8123,1,0.8315,Rejected
1343,0.7093,0,0.6737,Verified
1344,0.2047,1,0.1865,Review
1345,0.9906,0,1.0,Verified
1346,0.2562,1,0.2634,Verified
1347,0.8408,0,0.8279,Verified
1348,0.8345,1,0.8582,Review
1349,0.6981,0,0.6456,Verified
1350,0.1674,0,0.1597,Rejected
1351,0.759,0,0.7731,Review
1352,0.8437,0,0.8233,Review
1353,0.185,1,0.1706,Rejected
1354,0.0426,1,0.0389,Review
1355,0.6179,1,0.637,Verified
1356,0.7597,0,0.732,Verified
1357,0.032,0,0.0322,Review
1358,0.4386,0,0.4385,Rejected
1359,0.6995,0,0.6321,Rejected
1360,0.3877,1,0.3825,Verified
1361,0.3807,1,0.3514,Rejected
1362,0.12,0,0.1217,Rejected
1363,0.3203,0,0.2983,Review
1364,0.6044,1,0.5633,Review
1365,0.6004,1,0.5778,Verified
1366,0.2002,0,0.1919,Rejected
1367,0.5776,1,0.6007,Review
1368,0.9539,0,0.875,Verified
1369,0.7382,1,0.6793,Verified
1370,0.5227,0,0.48,Rejected
1371,0.4777,1,0.4685,Verified
1372,0.38,1,0.377,Rejected
1373,0.252,1,0.2548,Verified
1374,0.2541,1,0.2433,Review
1375,0.7594,0,0.7406,Verified
1376,0.5694,1,0.5798,Rejected
1377,0.2693,1,0.2677,Rejected
1378,0.8753,1,0.8187,Review
1379,0.6466,1,0.6016,Review
1380,0.861,0,0.8292,Review
1381,0.559,0,0.5747,Review
1382,0.3612,1,0.3727,Verified
1383,0.4908,0,0.4847,Rejected
1384,0.6379,0,0.6496,Verified
1385,0.6863,0,0.7193,Verified
1386,0.1117,1,0.1046,Verified
1387,0.7231,1,0.676,Verified
1388,0.5875,1,0.599,Rejected
1389,0.2326,0,0.2243,Rejected
1390,0.4797,0,0.4474,Verified
1391,0.3452,0,0.3135,Rejected
1392,0.7812,0,0.8009,Rejected
1393,0.4534,1,0.4413,Rejected
1394,0.2352,0,0.2165,Verified
1395,0.4701,1,0.456,Verified
1396,0.0979,1,0.0906,Rejected
1397,0.5362,0,0.5013,Rejected
1398,0.2749,0,0.2875,Review
1399,0.7867,1,0.7397,Rejected
1400,0.2453,0,0.2549,Review
1401,0.472,0,0.4511,Review
1402,0.7143,0,0.6544,Review
1403,0.1144,1,0.1177,Verified
1404,0.7276,0,0.6765,Review
1405,0.7175,0,0.7028,Review
1406,0.3328,1,0.3036,Rejected
1407,0.5691,1,0.516,Verified
1408,0.9091,0,0.9093,Verified
1409,0.7231,1,0.7374,Verified
1410,0.1926,0,0.1762,Review
1411,0.2014,0,0.1998,Rejected
1412,0.9233,0,0.9502,Rejected
1413,0.8998,0,0.9175,Verified
1414,0.1897,1,0.1935,Rejected
1415,0.4368,1,0.3971,Verified
1416,0.8528,0,0.7677,Rejected
1417,0.3872,1,0.3615,Review
1418,0.5876,0,0.6141,Review
1419,0.6164,0,0.5792,Rejected
1420,0.371,0,0.372,Rejected
1421,0.9447,1,0.8651,Review
1422,0.1797,0,0.1724,Rejected
1423,0.7284,0,0.6975,Rejected
1424,0.1039,1,0.0967,Rejected
1425,0.3776,0,0.3786,Review
1426,0.7169,0,0.7482,Review
1427,0.6862,0,0.6738,Review
1428,0.2569,0,0.2371,Rejected
1429,0.4383,1,0.4207,Rejected
1430,0.7961,0,0.7863,Verified
1431,0.2146,0,0.2081,Rejected
1432,0.9846,1,0.8923,Rejected
1433,0.9839,0,1.0,Review
1434,0.2615,1,0.268,Review
1435,0.8575,0,0.8951,Verified
1436,0.6134,0,0.6112,Review
1437,0.0273,0,0.028,Rejected
1438,0.1091,1,0.1011,Rejected
1439,0.1242,0,0.1247,Review
1440,0.1966,1,0.1915,Rejected
1441,0.0812,0,0.0769,Verified
1442,0.7112,1,0.695,Review
1443,0.3066,0,0.3043,Review
1444,0.0841,1,0.0768,Review
1445,0.277,1,0.2596,Rejected
1446,0.0125,0,0.0131,Review
1447,0.548,0,0.506,Verified
1448,0.6065,0,0.5859,Verified
1449,0.2447,0,0.2408,Review
1450,0.1239,1,0.1152,Rejected
1451,0.0393,0,0.0366,Verified
1452,0.951,0,0.9043,Rejected
1453,0.7909,0,0.7172,Verified
1454,0.0217,0,0.0224,Review
1455,0.6643,0,0.6748,Verified
1456,0.9999,1,1.0,Verified
1457,0.3856,0,0.3995,Review
1458,0.4786,1,0.4576,Review
1459,0.1822,0,0.1719,Verified
1460,0.753,0,0.6804,Rejected
1461,0.1413,1,0.1416,Rejected
1462,0.8337,1,0.8633,Review
1463,0.3349,1,0.3027,Rejected
1464,0.7591,0,0.7744,Rejected
1465,0.6486,1,0.6235,Rejected
1466,0.0619,0,0.0584,Review
1467,0.9225,1,0.9524,Review
1468,0.9783,0,0.9344,Rejected
1469,0.5157,0,0.4691,Rejected
1470,0.064,0,0.0599,Rejected
1471,0.0878,0,0.0887,Rejected
1472,0.4693,0,0.4267,Verified
1473,0.7563,1,0.7919,Review
1474,0.8762,0,0.9107,Rejected
1475,0.562,1,0.5472,Review
1476,0.2699,0,0.2466,Rejected
1477,0.4563,1,0.4314,Review
1478,0.5065,0,0.4966,Verified
1479,0.8523,0,0.8949,Rejected
1480,0.6645,0,0.6199,Verified
1481,0.176,0,0.1764,Verified
1482,0.1261,0,0.1289,Rejected
1483,0.5305,1,0.536,Rejected
1484,0.9614,1,0.8885,Review
1485,0.9771,0,0.9885,Review
1486,0.8231,0,0.7612,Verified
1487,0.3737,1,0.3423,Review
1488,0.8868,1,0.8507,Review
1489,0.8474,1,0.8576,Verified
1490,0.6162,0,0.5948,Review
1491,0.5005,1,0.4645,Rejected
1492,0.4587,1,0.4559,Verified
1493,0.2782,0,0.2737,Review
1494,0.7481,0,0.7137,Review
1495,0.2113,1,0.2151,Rejected
1496,0.2588,1,0.2489,Verified
1497,0.8022,1,0.8023,Verified
1498,0.453,1,0.4498,Verified
1499,0.2401,1,0.2241,Verified
1500,0.5146,0,0.5164,Review
1501,0.7949,1,0.8181,Review
1502,0.9186,1,0.8826,Verified
1503,0.9425,1,0.8759,Rejected
1504,0.8694,0,0.9068,Verified
1505,0.4356,1,0.4212,Rejected
1506,0.1478,1,0.1345,Rejected
1507,0.9383,0,0.9119,Rejected
1508,0.6998,1,0.7267,Rejected
1509,0.4955,0,0.4983,Rejected
1510,0.2203,1,0.2077,Review
1511,0.1827,1,0.1678,Rejected
1512,0.4786,0,0.4359,Rejected
1513,0.1617,1,0.1585,Review
1514,0.2004,1,0.1844,Rejected
1515,0.8337,1,0.8267,Rejected
1516,0.2323,1,0.2409,Rejected
1517,0.1605,0,0.1535,Verified
1518,0.0715,0,0.071,Verified
1519,0.1474,0,0.1402,Review
1520,0.5282,1,0.545,Review
1521,0.3569,1,0.3637,Verified
1522,0.4163,0,0.4259,Review
1523,0.6617,1,0.6313,Verified
1524,0.5825,0,0.6017,Review
1525,0.7544,1,0.7787,Verified
1526,0.908,0,0.8846,Verified
1527,0.9335,1,0.8779,Rejected
1528,0.1623,0,0.1495,Rejected
1529,0.7448,0,0.6724,Verified
1530,0.7028,0,0.7018,Rejected
1531,0.7157,0,0.6467,Verified
1532,0.7892,0,0.7706,Verified
1533,0.6043,0,0.5644,Verified
1534,0.2487,0,0.2494,Rejected
1535,0.0815,0,0.0831,Review
1536,0.9845,1,1.0,Verified
1537,0.0656,1,0.0628,Verified
