sample_id,sep_score,semantic_entropy,kernel_language_entropy,nli_agreement,retrieval_confidence,symbolic_verification,temporal_validation,cross_model_agreement,critic_score,calibration_factor,fusion_trust_score,risk_level,verified
226,0.787147,0.335513,0.41368,0.736417,0.885397,0.497755,0.930828,0.178221,0.673536,0.975647,0.645756,Medium,0
227,0.126226,0.792829,0.359502,0.269948,0.178096,0.963351,0.042795,0.408487,0.088581,0.955885,0.242641,High,0
228,0.292083,0.207949,0.080965,0.105267,0.988147,0.382826,0.661646,0.8086,0.902456,0.939215,0.518022,High,0
229,0.898744,0.712973,0.087632,0.776864,0.424232,0.287762,0.697522,0.783766,0.04495,0.899968,0.550233,High,0
230,0.256759,0.585521,0.752471,0.908925,0.200302,0.472715,0.072433,0.905983,0.461929,0.920018,0.346931,High,0
231,0.44853,0.155671,0.932991,0.381567,0.722599,0.36905,0.540324,0.419123,0.464926,0.820648,0.388781,High,0
232,0.180531,0.043677,0.406268,0.932044,0.235983,0.579488,0.315871,0.978784,0.707041,0.822329,0.470175,High,0
233,0.523751,0.184847,0.908238,0.118268,0.827066,0.746078,0.649203,0.408567,0.115722,0.807614,0.411856,High,0
234,0.341717,0.886181,0.733004,0.38195,0.098437,0.65339,0.063872,0.417999,0.977367,0.892059,0.336161,High,0
235,0.255538,0.485861,0.470759,0.353562,0.541214,0.53659,0.910037,0.689142,0.310353,0.803234,0.346826,High,0
236,0.811303,0.996118,0.57363,0.55571,0.617101,0.454562,0.56404,0.579185,0.964151,0.940223,0.484877,High,0
237,0.498301,0.00224,0.448971,0.860411,0.209302,0.589406,0.838451,0.074248,0.011792,0.987211,0.554663,High,0
238,0.075886,0.988891,0.013241,0.338234,0.372372,0.549889,0.696352,0.220089,0.612457,0.85045,0.322835,High,0
239,0.211178,0.586128,0.463946,0.678003,0.951288,0.145943,0.792333,0.736319,0.735945,0.814196,0.42288,High,0
240,0.34238,0.235676,0.17735,0.306999,0.376695,0.524607,0.478948,0.749245,0.937815,0.993755,0.556301,High,0
241,0.616313,0.474875,0.012852,0.710081,0.607746,0.429002,0.014871,0.428718,0.91378,0.849278,0.515846,High,0
242,0.412566,0.050193,0.085656,0.31564,0.664337,0.530878,0.479597,0.566288,0.301397,0.965518,0.571395,High,0
243,0.454526,0.378255,0.981196,0.773669,0.240103,0.368971,0.66951,0.56255,0.681974,0.901268,0.444691,High,0
244,0.766352,0.181071,0.212918,0.558536,0.623347,0.349805,0.570583,0.201116,0.150137,0.804881,0.48495,High,0
245,0.710678,0.257515,0.981594,0.558988,0.447249,0.630744,0.102081,0.831978,0.419539,0.960498,0.436228,High,0
246,0.986401,0.675871,0.11526,0.10431,0.935559,0.291809,0.841934,0.192206,0.69782,0.84648,0.501169,High,0
247,0.208378,0.292729,0.918834,0.230243,0.682124,0.539373,0.432649,0.571519,0.101664,0.919794,0.372172,High,0
248,0.165369,0.902915,0.529721,0.015309,0.71095,0.239811,0.443159,0.066058,0.71826,0.887836,0.284524,High,0
249,0.536884,0.127768,0.354445,0.649822,0.294325,0.337417,0.097918,0.755765,0.75117,0.824432,0.478052,High,0
250,0.708075,0.473129,0.550404,0.082855,0.278552,0.498318,0.496892,0.210117,0.897219,0.976779,0.422841,High,0
251,0.859364,0.168585,0.100332,0.294568,0.751555,0.241761,0.451346,0.421343,0.115104,0.843391,0.532661,High,0
252,0.158615,0.060569,0.447404,0.76441,0.305984,0.860283,0.332272,0.79586,0.27652,0.940359,0.515416,High,0
253,0.417482,0.13395,0.745023,0.168695,0.639375,0.374954,0.023998,0.746784,0.937005,0.915919,0.464098,High,0
254,0.036132,0.730351,0.450232,0.685493,0.132382,0.765029,0.134728,0.594098,0.14727,0.998071,0.372578,High,0
255,0.148567,0.117547,0.681406,0.949168,0.538381,0.460649,0.801271,0.962337,0.495431,0.818342,0.532991,High,0
256,0.750432,0.49292,0.444012,0.617202,0.030624,0.690275,0.246638,0.327552,0.507328,0.916506,0.430428,High,0
257,0.027356,0.690133,0.937376,0.492061,0.304544,0.315448,0.911619,0.463533,0.41216,0.910675,0.272387,High,0
258,0.80257,0.442443,0.978417,0.142502,0.81198,0.523911,0.537195,0.269549,0.907325,0.921867,0.519121,High,0
259,0.319801,0.868778,0.693444,0.959837,0.475014,0.345344,0.491417,0.301386,0.389692,0.920405,0.419529,High,0
260,0.683938,0.189559,0.854334,0.553273,0.40078,0.790348,0.024767,0.820267,0.934457,0.825247,0.474798,High,0
261,0.767581,0.753215,0.930435,0.389409,0.47708,0.710393,0.40774,0.540601,0.654943,0.810696,0.415719,High,0
262,0.533631,0.237371,0.217647,0.441251,0.383598,0.539889,0.653911,0.803481,0.698944,0.950835,0.518246,High,0
263,0.686466,0.446663,0.03825,0.405633,0.805595,0.378508,0.046841,0.576921,0.325859,0.811746,0.490336,High,0
264,0.825052,0.846151,0.331143,0.416147,0.624824,0.258469,0.751499,0.650306,0.283004,0.832513,0.417713,High,0
265,0.022186,0.825389,0.063891,0.198863,0.028094,0.274249,0.698881,0.276512,0.106654,0.973527,0.221726,High,0
266,0.728776,0.152027,0.520004,0.256797,0.642202,0.082155,0.0089,0.879902,0.588289,0.977163,0.525628,High,0
267,0.630932,0.06237,0.908453,0.914184,0.675775,0.650869,0.588538,0.610914,0.977231,0.995944,0.714792,Medium,1
268,0.92418,0.246954,0.7724,0.087031,0.15288,0.176408,0.035529,0.726069,0.352688,0.969393,0.388909,High,0
269,0.112449,0.097909,0.5257,0.762586,0.133357,0.374625,0.158202,0.828198,0.626703,0.832887,0.428197,High,0
270,0.628507,0.859088,0.960176,0.920991,0.213249,0.595661,0.449309,0.705176,0.423081,0.873526,0.41941,High,0
271,0.098975,0.466887,0.875514,0.205593,0.146201,0.383204,0.556725,0.437272,0.995883,0.972465,0.263851,High,0
272,0.243322,0.456866,0.801953,0.424152,0.248232,0.19924,0.361087,0.010455,0.646041,0.812922,0.297833,High,0
273,0.026165,0.432142,0.940238,0.228942,0.694532,0.78348,0.204067,0.981653,0.504502,0.902203,0.379387,High,0
274,0.647363,0.008181,0.859003,0.710594,0.258748,0.825374,0.147006,0.015676,0.374488,0.819542,0.452033,High,0
275,0.979227,0.027074,0.368019,0.713488,0.578532,0.53269,0.333336,0.770588,0.75725,0.963661,0.744222,Medium,1
276,0.746562,0.338624,0.669944,0.032919,0.698475,0.213652,0.505249,0.245763,0.986239,0.82391,0.351213,High,0
277,0.070505,0.379765,0.721819,0.427206,0.284078,0.792202,0.368989,0.961989,0.994694,0.821823,0.354333,High,0
278,0.374643,0.556105,0.445785,0.342325,0.799367,0.391078,0.859948,0.632254,0.713061,0.884484,0.472821,High,0
279,0.292893,0.323557,0.36372,0.517493,0.46184,0.925784,0.14059,0.480601,0.230014,0.934872,0.482484,High,0
280,0.854139,0.901422,0.891609,0.098522,0.323714,0.438284,0.675528,0.56102,0.388093,0.99002,0.364029,High,0
281,0.434147,0.778087,0.604185,0.207622,0.941558,0.767574,0.741342,0.664388,0.339255,0.894471,0.438379,High,0
282,0.129183,0.889443,0.079877,0.212818,0.038516,0.75354,0.571501,0.190445,0.657821,0.858269,0.251778,High,0
283,0.060055,0.701223,0.014564,0.732091,0.136554,0.639484,0.125077,0.700583,0.991837,0.976824,0.451537,High,0
284,0.445793,0.778529,0.991071,0.947461,0.101122,0.308571,0.331909,0.869325,0.861882,0.899677,0.399605,High,0
285,0.666161,0.798064,0.957376,0.672088,0.478737,0.726075,0.911752,0.668591,0.819598,0.948353,0.549418,High,0
286,0.252739,0.887535,0.956617,0.054723,0.724196,0.804012,0.251368,0.55413,0.119134,0.941087,0.285067,High,0
287,0.387832,0.545962,0.912222,0.126693,0.945124,0.994139,0.289897,0.10214,0.933324,0.921913,0.447961,High,0
288,0.474308,0.375651,0.282649,0.779817,0.445624,0.8634,0.996196,0.608151,0.527893,0.915459,0.595597,High,0
289,0.135185,0.714326,0.812162,0.9654,0.693295,0.067469,0.703234,0.220289,0.836376,0.983577,0.475245,High,0
290,0.231397,0.163322,0.46727,0.591029,0.397159,0.281046,0.463403,0.041409,0.51909,0.969564,0.418586,High,0
291,0.819382,0.571143,0.640046,0.918907,0.866785,0.216426,0.290102,0.06936,0.596821,0.887586,0.529142,High,0
292,0.891584,0.843505,0.924473,0.602347,0.946185,0.051134,0.74624,0.786791,0.531569,0.86434,0.49723,High,0
293,0.961459,0.266576,0.994256,0.911532,0.717501,0.942677,0.323645,0.893198,0.859939,0.831154,0.616689,Medium,0
294,0.999469,0.767973,0.726191,0.291474,0.953663,0.552623,0.009968,0.370154,0.332058,0.841671,0.433375,High,0
295,0.458669,0.430835,0.077792,0.697134,0.523416,0.86212,0.86191,0.686912,0.032157,0.901231,0.547952,High,0
296,0.22517,0.969801,0.449029,0.307944,0.206434,0.702884,0.318027,0.98672,0.786112,0.888317,0.331496,High,0
297,0.186644,0.389476,0.829522,0.455321,0.353972,0.57401,0.864934,0.193946,0.952696,0.91172,0.395054,High,0
298,0.833661,0.790918,0.84819,0.34711,0.341064,0.393184,0.09934,0.15954,0.358329,0.950162,0.332025,High,0
299,0.535093,0.956689,0.925911,0.11128,0.095705,0.625137,0.229009,0.958451,0.060323,0.861467,0.268609,High,0
300,0.835737,0.227904,0.861062,0.900889,0.469824,0.984604,0.268506,0.673034,0.253301,0.981842,0.609089,Medium,0
301,0.173757,0.961822,0.704061,0.171531,0.071772,0.860743,0.328872,0.537415,0.782748,0.807995,0.225011,High,0
302,0.614742,0.200182,0.003524,0.258507,0.217652,0.129203,0.986337,0.124489,0.022622,0.850852,0.432793,High,0
303,0.236865,0.966246,0.574717,0.773482,0.342619,0.553505,0.002258,0.000926,0.554658,0.874497,0.312457,High,0
304,0.703075,0.67733,0.19076,0.675848,0.974749,0.546817,0.68135,0.050157,0.012677,0.895662,0.478099,High,0
305,0.271561,0.643264,0.119664,0.390675,0.223235,0.197873,0.592628,0.806722,0.101366,0.818331,0.314874,High,0
306,0.613861,0.868802,0.490236,0.156811,0.079901,0.621158,0.895695,0.766627,0.739565,0.816242,0.354517,High,0
307,0.593514,0.77534,0.374037,0.267634,0.851775,0.917991,0.005951,0.216963,0.470593,0.858611,0.411215,High,0
308,0.236478,0.413806,0.043854,0.359603,0.70476,0.024225,0.305656,0.871968,0.623937,0.920645,0.51154,High,0
309,0.795889,0.156289,0.107548,0.890419,0.152219,0.727975,0.015016,0.706719,0.02107,0.843074,0.537182,High,0
310,0.277989,0.83939,0.879614,0.5001,0.038903,0.281912,0.787383,0.938557,0.248827,0.904301,0.304161,High,0
311,0.155038,0.036289,0.616304,0.842565,0.847024,0.28817,0.652484,0.19086,0.578561,0.868468,0.538106,High,0
312,0.317673,0.684666,0.675419,0.505901,0.22475,0.806743,0.765737,0.462682,0.140495,0.993367,0.450885,High,0
313,0.333094,0.733636,0.752819,0.627601,0.023759,0.250234,0.184575,0.065978,0.355304,0.84202,0.244525,High,0
314,0.633275,0.129636,0.372186,0.991675,0.154824,0.304093,0.77628,0.630118,0.756445,0.924691,0.562282,High,0
315,0.243395,0.300145,0.661975,0.801172,0.399791,0.484029,0.143913,0.441152,0.393046,0.834123,0.432979,High,0
316,0.896582,0.274906,0.819078,0.601706,0.827533,0.53847,0.630035,0.539825,0.464934,0.95514,0.626158,Medium,0
317,0.007486,0.714491,0.745642,0.139669,0.855929,0.779206,0.841072,0.666718,0.90631,0.875431,0.329775,High,0
318,0.415443,0.359211,0.657646,0.731059,0.503207,0.242666,0.107384,0.054046,0.489485,0.857295,0.374078,High,0
319,0.709433,0.288619,0.323452,0.752942,0.706558,0.458788,0.37841,0.253253,0.965674,0.932272,0.622161,Medium,0
320,0.582777,0.376353,0.308258,0.592028,0.035866,0.055075,0.300108,0.59918,0.477313,0.994372,0.50368,High,0
321,0.467716,0.625308,0.855043,0.491365,0.004514,0.607008,0.16542,0.548261,0.444602,0.93646,0.340298,High,0
322,0.860229,0.817061,0.788447,0.43286,0.146973,0.215658,0.251149,0.227232,0.958136,0.898419,0.345493,High,0
323,0.883358,0.152005,0.956914,0.729101,0.933635,0.362072,0.451352,0.571513,0.387033,0.969551,0.616424,Medium,0
324,0.614795,0.275172,0.690746,0.205041,0.568122,0.22857,0.516348,0.746044,0.650401,0.907361,0.439352,High,0
325,0.933324,0.032614,0.830543,0.53179,0.037691,0.684099,0.037994,0.871411,0.660119,0.929356,0.555131,High,0
326,0.379625,0.386366,0.473729,0.727235,0.079778,0.748402,0.576419,0.761238,0.19271,0.985114,0.545697,High,0
327,0.766249,0.454709,0.790664,0.486984,0.58586,0.963241,0.760303,0.80959,0.260822,0.997121,0.612206,Medium,0
328,0.946401,0.465455,0.819658,0.736366,0.329503,0.093595,0.059154,0.099561,0.313644,0.984465,0.483639,High,0
329,0.010756,0.440681,0.422296,0.396697,0.835022,0.932155,0.6386,0.159139,0.146593,0.965939,0.424937,High,0
330,0.188988,0.611809,0.456887,0.763305,0.155779,0.382624,0.366823,0.384699,0.452331,0.821961,0.371363,High,0
331,0.179863,0.782012,0.437772,0.41216,0.039431,0.633019,0.379614,0.469569,0.962246,0.945907,0.360604,High,0
332,0.39105,0.71164,0.22092,0.054279,0.203754,0.461802,0.865608,0.830107,0.586384,0.95053,0.378696,High,0
333,0.6887,0.288524,0.515221,0.212542,0.125208,0.939202,0.745027,0.589436,0.096065,0.962076,0.509602,High,0
334,0.892591,0.856185,0.827902,0.934579,0.028501,0.001046,0.814227,0.667124,0.137892,0.915634,0.411891,High,0
335,0.925779,0.131024,0.694203,0.557789,0.907261,0.46533,0.77817,0.947255,0.583046,0.920312,0.649469,Medium,0
336,0.829219,0.632969,0.370681,0.633511,0.959218,0.556703,0.565445,0.569012,0.21288,0.914239,0.622493,Medium,0
337,0.320139,0.764996,0.863468,0.271334,0.732856,0.888928,0.51094,0.183245,0.363102,0.908347,0.37737,High,0
338,0.466683,0.736188,0.445411,0.800379,0.169538,0.402287,0.781966,0.162708,0.700147,0.889295,0.364329,High,0
339,0.677021,0.560695,0.343277,0.777508,0.827899,0.406522,0.664432,0.475325,0.724431,0.962199,0.641977,Medium,0
340,0.995016,0.739598,0.710103,0.941513,0.302721,0.790827,0.466595,0.692487,0.293473,0.842783,0.533697,High,0
341,0.165539,0.405668,0.669887,0.425095,0.746818,0.899572,0.636862,0.057554,0.216293,0.966243,0.4562,High,0
342,0.921166,0.072126,0.349301,0.820085,0.809056,0.850377,0.190273,0.963022,0.638119,0.856494,0.671818,Medium,0
343,0.588708,0.82119,0.825599,0.140704,0.862933,0.153819,0.091582,0.097262,0.69694,0.847136,0.32179,High,0
344,0.298438,0.668393,0.124926,0.933845,0.16182,0.759532,0.37226,0.977389,0.255437,0.826359,0.424724,High,0
345,0.317644,0.678546,0.843129,0.113486,0.322287,0.3079,0.369266,0.552079,0.767543,0.834806,0.278467,High,0
346,0.470243,0.875317,0.791038,0.873447,0.781561,0.954759,0.693152,0.808271,0.144447,0.950212,0.601108,Medium,0
347,0.35843,0.765555,0.778467,0.717011,0.794738,0.139118,0.518678,0.154312,0.279332,0.896071,0.345019,High,0
348,0.77897,0.530937,0.941891,0.006404,0.46043,0.102269,0.837805,0.556392,0.012218,0.811404,0.300557,High,0
349,0.753875,0.422213,0.867397,0.608165,0.771533,0.990516,0.488587,0.125427,0.030536,0.854773,0.451163,High,0
350,0.78757,0.536804,0.296028,0.339876,0.001942,0.337852,0.97163,0.621319,0.595194,0.947342,0.445774,High,0
351,0.684981,0.955357,0.59542,0.946544,0.457874,0.305158,0.29062,0.905405,0.230707,0.848364,0.444105,High,0
352,0.466386,0.29816,0.1556,0.772381,0.97226,0.668166,0.722016,0.454744,0.125479,0.93446,0.622836,Medium,0
353,0.199112,0.451104,0.65001,0.224013,0.346232,0.096197,0.156862,0.705358,0.594241,0.918369,0.294316,High,0
354,0.796715,0.572377,0.358022,0.243166,0.943361,0.756493,0.279663,0.96834,0.306686,0.995119,0.609515,Medium,0
355,0.418155,0.475562,0.407287,0.174809,0.935421,0.673653,0.682105,0.107862,0.3987,0.839369,0.430556,High,0
356,0.18746,0.555628,0.291805,0.4039,0.922754,0.200673,0.087907,0.318008,0.712274,0.838922,0.337602,High,0
357,0.204893,0.061133,0.667786,0.144765,0.021451,0.708412,0.327234,0.414027,0.905383,0.814579,0.289567,High,0
358,0.27242,0.691002,0.316168,0.114063,0.996708,0.488561,0.490213,0.499091,0.618749,0.982018,0.433526,High,0
359,0.690701,0.423752,0.508886,0.276404,0.959319,0.679724,0.363655,0.847347,0.130126,0.886298,0.47028,High,0
360,0.675567,0.20772,0.983634,0.45483,0.813546,0.736336,0.070033,0.820101,0.207366,0.837209,0.493481,High,0
361,0.979518,0.458395,0.405762,0.192442,0.672277,0.603578,0.746152,0.667168,0.130405,0.988994,0.621387,Medium,0
362,0.17489,0.561919,0.653971,0.142454,0.73467,0.357345,0.554261,0.881946,0.910783,0.92164,0.412469,High,0
363,0.971107,0.376186,0.852517,0.381987,0.974529,0.418757,0.891377,0.080057,0.016534,0.970809,0.538012,High,0
364,0.487826,0.746655,0.690035,0.010668,0.758044,0.017785,0.342541,0.614513,0.84927,0.932678,0.300105,High,0
365,0.830129,0.506842,0.830343,0.397223,0.488698,0.014741,0.264923,0.801002,0.044581,0.877441,0.384577,High,0
366,0.590641,0.509728,0.296551,0.983975,0.675049,0.359927,0.620589,0.698497,0.434722,0.901277,0.598968,High,0
367,0.49789,0.476504,0.570921,0.365405,0.306056,0.078662,0.529415,0.030009,0.608967,0.847417,0.345407,High,0
368,0.166679,0.875245,0.773214,0.859148,0.765749,0.850685,0.369416,0.452833,0.724768,0.998504,0.548607,High,0
369,0.280767,0.941054,0.631307,0.863471,0.302624,0.483603,0.630163,0.1818,0.515019,0.808988,0.307188,High,0
370,0.71961,0.524231,0.514641,0.650365,0.020667,0.818876,0.859702,0.293999,0.984809,0.810384,0.487757,High,0
371,0.755259,0.670789,0.624204,0.120911,0.271529,0.220617,0.742069,0.273708,0.804883,0.971092,0.388775,High,0
372,0.129751,0.698298,0.390389,0.176161,0.360669,0.967799,0.521926,0.823618,0.677522,0.886663,0.376965,High,0
373,0.406114,0.851074,0.345731,0.490387,0.005119,0.645062,0.061787,0.843859,0.54186,0.879249,0.361679,High,0
374,0.685203,0.884527,0.195959,0.591043,0.6282,0.102089,0.180189,0.392569,0.868112,0.912824,0.453093,High,0
375,0.842431,0.958086,0.008752,0.222388,0.754635,0.157693,0.183239,0.910901,0.632385,0.810088,0.43276,High,0
376,0.080355,0.706329,0.918403,0.247955,0.025856,0.658447,0.794201,0.55711,0.796959,0.956907,0.263314,High,0
377,0.120024,0.343331,0.557838,0.524605,0.028383,0.758878,0.757341,0.73514,0.707601,0.913612,0.393229,High,0
378,0.53003,0.903686,0.212899,0.137032,0.353585,0.250697,0.702408,0.941758,0.575866,0.828022,0.332456,High,0
379,0.637044,0.517752,0.355588,0.71496,0.243539,0.646092,0.377203,0.261774,0.117912,0.901063,0.441111,High,0
380,0.857064,0.842669,0.923551,0.506126,0.517769,0.569449,0.927412,0.483826,0.63341,0.917307,0.426086,High,0
381,0.166065,0.457084,0.303529,0.474953,0.800233,0.364548,0.646374,0.597011,0.9747,0.979433,0.554991,High,0
382,0.141758,0.901671,0.008765,0.114884,0.564254,0.600351,0.694875,0.136421,0.285777,0.966082,0.324602,High,0
383,0.94251,0.833986,0.373744,0.154276,0.688981,0.771699,0.743763,0.257019,0.991714,0.985914,0.562637,High,0
384,0.961856,0.359042,0.563254,0.858516,0.724885,0.850381,0.855651,0.497462,0.088398,0.852365,0.625261,Medium,0
385,0.947935,0.34506,0.724565,0.025379,0.098094,0.698115,0.002923,0.361233,0.785845,0.958957,0.369729,High,0
386,0.760609,0.88397,0.562721,0.176536,0.712179,0.632003,0.205884,0.237089,0.108529,0.90293,0.359907,High,0
387,0.858103,0.955841,0.096014,0.924312,0.07495,0.815593,0.081688,0.489862,0.254914,0.800669,0.456054,High,0
388,0.830554,0.860508,0.742305,0.360149,0.703112,0.171133,0.263315,0.473012,0.026057,0.93455,0.333699,High,0
389,0.099875,0.056353,0.519248,0.756348,0.080154,0.925963,0.969056,0.672966,0.625025,0.802885,0.491516,High,0
390,0.904934,0.481283,0.212783,0.808184,0.872148,0.260451,0.825623,0.27145,0.424861,0.966479,0.678666,Medium,0
391,0.101891,0.069944,0.379021,0.160019,0.979878,0.91946,0.562091,0.200293,0.509715,0.998816,0.538355,High,0
392,0.184658,0.881403,0.179081,0.431317,0.608697,0.523817,0.593937,0.50535,0.606532,0.871796,0.376581,High,0
393,0.054428,0.587387,0.221025,0.582943,0.47533,0.021929,0.424546,0.780053,0.391077,0.988439,0.394408,High,0
394,0.379358,0.909543,0.624399,0.84617,0.701551,0.32402,0.130523,0.71195,0.751553,0.847197,0.430187,High,0
395,0.991076,0.185412,0.026603,0.242208,0.857774,0.140965,0.772814,0.609906,0.083226,0.980071,0.713093,Medium,1
396,0.592267,0.789002,0.074586,0.755847,0.223274,0.833518,0.214068,0.536905,0.042337,0.825452,0.4159,High,0
397,0.142496,0.417124,0.785095,0.957992,0.218225,0.630361,0.908828,0.42257,0.124659,0.810997,0.358457,High,0
398,0.945713,0.726194,0.196979,0.856632,0.596023,0.523643,0.916484,0.775134,0.718237,0.950519,0.651399,Medium,0
399,0.95642,0.894,0.942406,0.888678,0.729973,0.205977,0.810629,0.700057,0.848016,0.956377,0.574121,High,0
400,0.105969,0.407266,0.932998,0.64611,0.983188,0.156919,0.008652,0.025802,0.796316,0.98017,0.430627,High,0
401,0.753932,0.488496,0.123885,0.813944,0.394009,0.619915,0.316843,0.149895,0.944101,0.9448,0.616712,Medium,0
402,0.748461,0.14434,0.33711,0.709839,0.505169,0.262954,0.335788,0.578906,0.367473,0.949457,0.566677,High,0
403,0.363375,0.392012,0.160304,0.728144,0.021098,0.690004,0.338857,0.849504,0.065562,0.936547,0.502018,High,0
404,0.241393,0.943744,0.954037,0.727068,0.267985,0.250539,0.632635,0.757703,0.394309,0.952287,0.329608,High,0
405,0.861924,0.625297,0.528459,0.69556,0.167776,0.578738,0.118502,0.894244,0.359026,0.928829,0.499437,High,0
406,0.103898,0.363652,0.983563,0.339802,0.592472,0.483848,0.503177,0.809232,0.32872,0.891123,0.404847,High,0
407,0.523927,0.480115,0.154988,0.709996,0.690032,0.422449,0.609895,0.682935,0.20629,0.813505,0.482004,High,0
408,0.014187,0.898439,0.204703,0.266521,0.836987,0.700154,0.935923,0.415906,0.551852,0.987992,0.402974,High,0
409,0.892138,0.383428,0.763262,0.206988,0.060139,0.105209,0.698631,0.481653,0.240124,0.962421,0.392863,High,0
410,0.442312,0.374573,0.400992,0.633852,0.664254,0.47058,0.976501,0.882538,0.682042,0.900456,0.595965,High,0
411,0.275971,0.979882,0.189692,0.28674,0.525469,0.569269,0.302647,0.448976,0.235857,0.922592,0.333022,High,0
412,0.997543,0.297318,0.870864,0.249852,0.68366,0.006542,0.951134,0.993608,0.971582,0.920167,0.542174,High,0
